Año,Mes,Día,T,H,PP
2016.0,3.0,1.0,17.5,65.0,1
2016.0,3.0,2.0,18.0,59.0,0
2016.0,3.0,3.0,18.6,57.0,0
2016.0,3.0,7.0,18.9,60.0,0
2016.0,3.0,8.0,16.6,57.0,0
2016.0,3.0,9.0,13.9,78.0,1
2016.0,3.0,13.0,19.3,45.0,0
2016.0,3.0,14.0,20.0,50.0,0
2016.0,3.0,15.0,21.1,44.0,0
2016.0,3.0,19.0,17.1,57.0,0
2016.0,3.0,20.0,17.2,49.0,0
2016.0,3.0,21.0,16.1,47.0,0
2016.0,3.0,26.0,20.6,54.0,0
2016.0,3.0,27.0,21.0,51.0,0
2016.0,3.0,28.0,23.5,37.0,0
2016.0,3.0,1.0,18.4,54.0,0
2016.0,3.0,2.0,16.8,53.0,0
2016.0,3.0,3.0,18.9,47.0,0
2016.0,3.0,7.0,20.7,40.0,0
2016.0,3.0,8.0,16.2,56.0,0
2016.0,3.0,9.0,13.7,68.0,0
2016.0,3.0,13.0,15.1,37.0,0
2016.0,3.0,14.0,17.1,39.0,0
2016.0,3.0,15.0,18.3,39.0,0
2016.0,3.0,19.0,16.4,49.0,0
2016.0,3.0,20.0,14.9,48.0,0
2016.0,3.0,21.0,15.3,55.0,0
2016.0,3.0,25.0,17.8,45.0,0
2016.0,3.0,26.0,19.7,40.0,0
2016.0,3.0,27.0,19.0,41.0,0
2016.0,3.0,31.0,20.9,36.0,0
2016.0,4.0,1.0,21.6,41.0,0
2016.0,4.0,11.0,23.3,37.0,0
2016.0,4.0,12.0,22.6,38.0,0
2016.0,4.0,18.0,23.6,40.0,0
2016.0,4.0,19.0,22.7,49.0,0
2016.0,4.0,20.0,22.2,48.0,0
2016.0,4.0,24.0,21.4,28.0,0
2016.0,4.0,25.0,21.2,27.0,0
2016.0,4.0,26.0,20.9,25.0,0
2016.0,4.0,30.0,22.1,25.0,0
2016.0,4.0,1.0,21.5,29.0,0
2016.0,4.0,2.0,18.9,23.0,0
2016.0,4.0,3.0,20.3,20.0,0
2016.0,4.0,7.0,22.8,22.0,0
2016.0,4.0,8.0,24.1,15.0,0
2016.0,4.0,9.0,24.1,24.0,0
2016.0,4.0,13.0,23.6,28.0,0
2016.0,4.0,14.0,24.6,23.0,0
2016.0,4.0,15.0,22.8,25.0,0
2016.0,4.0,19.0,23.8,36.0,0
2016.0,4.0,20.0,22.2,40.0,0
2016.0,4.0,21.0,19.9,35.0,0
2016.0,4.0,25.0,20.4,21.0,0
2016.0,4.0,26.0,19.6,19.0,0
2016.0,4.0,27.0,19.2,20.0,0
2016.0,4.0,1.0,21.7,24.0,0
2016.0,4.0,2.0,20.9,24.0,0
2016.0,4.0,3.0,17.4,40.0,0
2016.0,4.0,7.0,20.9,23.0,0
2016.0,4.0,8.0,21.4,32.0,0
2016.0,4.0,9.0,19.9,40.0,0
2016.0,4.0,13.0,21.8,32.0,0
2016.0,4.0,14.0,21.7,37.0,0
2016.0,4.0,15.0,22.0,18.0,0
2016.0,4.0,19.0,17.9,52.0,0
2016.0,4.0,20.0,15.4,66.0,0
2016.0,4.0,21.0,15.1,63.0,0
2016.0,4.0,25.0,18.9,36.0,0
2016.0,4.0,26.0,20.2,32.0,0
2016.0,4.0,27.0,20.6,27.0,0
2016.0,4.0,1.0,20.6,53.0,0
2016.0,4.0,2.0,20.1,54.0,0
2016.0,4.0,3.0,20.8,52.0,0
2016.0,4.0,7.0,23.7,51.0,0
2016.0,4.0,8.0,23.0,58.0,0
2016.0,4.0,9.0,21.2,59.0,0
2016.0,4.0,13.0,22.9,49.0,0
2016.0,4.0,14.0,24.0,48.0,0
2016.0,4.0,15.0,20.9,52.0,0
2016.0,4.0,19.0,22.9,67.0,0
2016.0,4.0,20.0,20.3,71.0,0
2016.0,4.0,21.0,18.4,72.0,1
2016.0,4.0,25.0,19.9,58.0,0
2016.0,4.0,26.0,18.8,56.0,0
2016.0,4.0,27.0,19.2,54.0,0
2016.0,4.0,1.0,22.3,35.0,0
2016.0,4.0,2.0,20.3,40.0,0
2016.0,4.0,3.0,20.8,40.0,0
2016.0,4.0,7.0,24.0,35.0,0
2016.0,4.0,8.0,25.4,36.0,0
2016.0,4.0,9.0,23.5,36.0,0
2016.0,4.0,13.0,23.8,38.0,0
2016.0,4.0,14.0,22.8,31.0,0
2016.0,4.0,15.0,22.3,34.0,0
2016.0,4.0,19.0,22.7,46.0,0
2016.0,4.0,20.0,18.2,64.0,0
2016.0,4.0,21.0,20.8,50.0,1
2016.0,4.0,25.0,20.1,51.0,0
2016.0,4.0,26.0,20.8,37.0,0
2016.0,4.0,27.0,20.9,33.0,0
2016.0,4.0,1.0,20.7,34.0,0
2016.0,4.0,2.0,18.4,38.0,0
2016.0,4.0,3.0,18.5,39.0,0
2016.0,4.0,7.0,21.2,35.0,0
2016.0,4.0,8.0,21.3,38.0,0
2016.0,4.0,9.0,20.7,35.0,0
2016.0,4.0,13.0,21.2,32.0,0
2016.0,4.0,14.0,19.6,26.0,0
2016.0,4.0,15.0,20.1,29.0,0
2016.0,4.0,19.0,19.1,47.0,0
2016.0,4.0,20.0,17.1,68.0,0
2016.0,4.0,21.0,16.8,59.0,0
2016.0,4.0,25.0,17.9,36.0,0
2016.0,4.0,26.0,18.9,30.0,0
2016.0,4.0,27.0,18.4,28.0,0
2016.0,5.0,1.0,22.8,24.0,0
2016.0,5.0,2.0,26.7,19.0,0
2016.0,5.0,3.0,25.4,24.0,0
2016.0,5.0,7.0,26.1,36.0,0
2016.0,5.0,8.0,25.0,46.0,1
2016.0,5.0,10.0,22.9,56.0,0
2016.0,5.0,14.0,24.1,54.0,1
2016.0,5.0,15.0,24.9,48.0,0
2016.0,5.0,16.0,21.6,58.0,0
2016.0,5.0,20.0,27.9,25.0,0
2016.0,5.0,21.0,25.6,35.0,0
2016.0,5.0,22.0,25.4,32.0,0
2016.0,5.0,26.0,25.9,36.0,0
2016.0,5.0,27.0,26.2,38.0,0
2016.0,5.0,28.0,24.7,42.0,0
2016.0,5.0,1.0,21.9,13.0,0
2016.0,5.0,2.0,23.0,17.0,0
2016.0,5.0,3.0,25.2,19.0,0
2016.0,5.0,7.0,24.5,36.0,0
2016.0,5.0,8.0,23.3,45.0,0
2016.0,5.0,9.0,23.9,43.0,0
2016.0,5.0,13.0,23.2,49.0,0
2016.0,5.0,14.0,22.9,47.0,0
2016.0,5.0,15.0,24.1,41.0,0
2016.0,5.0,19.0,24.3,23.0,0
2016.0,5.0,20.0,24.3,25.0,0
2016.0,5.0,21.0,25.3,24.0,0
2016.0,5.0,25.0,27.1,24.0,0
2016.0,5.0,26.0,26.3,25.0,0
2016.0,5.0,27.0,25.9,30.0,0
2016.0,5.0,31.0,25.9,34.0,0
2016.0,5.0,1.0,22.1,18.0,0
2016.0,5.0,2.0,22.8,21.0,0
2016.0,5.0,3.0,21.6,44.0,0
2016.0,5.0,7.0,21.2,26.0,0
2016.0,5.0,8.0,22.8,25.0,0
2016.0,5.0,9.0,20.4,47.0,0
2016.0,5.0,13.0,18.4,50.0,0
2016.0,5.0,14.0,18.4,50.0,0
2016.0,5.0,15.0,18.4,62.0,0
2016.0,5.0,19.0,20.6,45.0,0
2016.0,5.0,20.0,21.7,38.0,0
2016.0,5.0,21.0,22.1,50.0,0
2016.0,5.0,25.0,20.3,51.0,0
2016.0,5.0,26.0,20.9,52.0,0
2016.0,5.0,27.0,18.6,60.0,0
2016.0,5.0,31.0,18.8,56.0,0
2016.0,5.0,1.0,20.8,51.0,0
2016.0,5.0,2.0,23.7,48.0,0
2016.0,5.0,3.0,24.3,57.0,0
2016.0,5.0,7.0,23.2,60.0,1
2016.0,5.0,8.0,23.2,59.0,0
2016.0,5.0,9.0,23.2,64.0,0
2016.0,5.0,13.0,22.7,64.0,0
2016.0,5.0,14.0,22.0,64.0,0
2016.0,5.0,15.0,21.9,72.0,0
2016.0,5.0,19.0,23.5,54.0,0
2016.0,5.0,20.0,23.6,53.0,0
2016.0,5.0,21.0,24.5,57.0,0
2016.0,5.0,25.0,26.7,53.0,0
2016.0,5.0,26.0,26.6,58.0,0
2016.0,5.0,27.0,24.6,62.0,0
2016.0,5.0,31.0,23.4,69.0,1
2016.0,5.0,1.0,24.2,36.0,0
2016.0,5.0,2.0,22.9,31.0,0
2016.0,5.0,3.0,24.1,34.0,0
2016.0,5.0,7.0,23.9,52.0,0
2016.0,5.0,8.0,22.1,55.0,0
2016.0,5.0,9.0,21.8,58.0,1
2016.0,5.0,13.0,22.1,56.0,0
2016.0,5.0,14.0,21.8,57.0,0
2016.0,5.0,15.0,19.8,70.0,1
2016.0,5.0,19.0,23.2,46.0,0
2016.0,5.0,20.0,22.9,42.0,0
2016.0,5.0,21.0,23.9,41.0,0
2016.0,5.0,25.0,24.8,49.0,0
2016.0,5.0,26.0,22.8,67.0,0
2016.0,5.0,27.0,22.7,59.0,0
2016.0,5.0,31.0,22.5,58.0,1
2016.0,5.0,1.0,20.2,21.0,0
2016.0,5.0,2.0,20.8,20.0,0
2016.0,5.0,3.0,21.3,25.0,0
2016.0,5.0,7.0,21.9,48.0,0
2016.0,5.0,8.0,19.7,54.0,0
2016.0,5.0,9.0,20.1,57.0,0
2016.0,5.0,13.0,22.2,49.0,0
2016.0,5.0,14.0,21.7,48.0,0
2016.0,5.0,15.0,19.7,67.0,0
2016.0,5.0,19.0,21.0,44.0,0
2016.0,5.0,20.0,21.7,34.0,0
2016.0,5.0,21.0,22.9,34.0,0
2016.0,5.0,25.0,22.7,50.0,0
2016.0,5.0,26.0,22.4,59.0,0
2016.0,5.0,27.0,22.3,55.0,0
2016.0,5.0,31.0,21.3,62.0,0
2016.0,6.0,1.0,21.9,58.0,0
2016.0,6.0,2.0,25.3,42.0,0
2016.0,6.0,3.0,25.2,43.0,0
2016.0,6.0,8.0,23.1,56.0,0
2016.0,6.0,9.0,22.0,56.0,1
2016.0,6.0,10.0,24.5,43.0,0
2016.0,6.0,14.0,23.2,63.0,1
2016.0,6.0,15.0,21.3,79.0,1
2016.0,6.0,16.0,22.3,70.0,1
2016.0,6.0,20.0,21.9,71.0,1
2016.0,6.0,21.0,23.4,64.0,0
2016.0,6.0,22.0,20.8,80.0,1
2016.0,6.0,26.0,21.8,73.0,1
2016.0,6.0,27.0,21.1,78.0,1
2016.0,6.0,28.0,22.0,73.0,0
2016.0,6.0,1.0,25.4,32.0,0
2016.0,6.0,2.0,25.1,35.0,0
2016.0,6.0,3.0,24.7,32.0,0
2016.0,6.0,7.0,23.5,39.0,0
2016.0,6.0,8.0,24.0,40.0,0
2016.0,6.0,9.0,21.9,47.0,0
2016.0,6.0,13.0,20.5,69.0,0
2016.0,6.0,14.0,21.9,61.0,0
2016.0,6.0,15.0,21.4,70.0,0
2016.0,6.0,19.0,21.1,59.0,0
2016.0,6.0,20.0,21.6,59.0,0
2016.0,6.0,21.0,21.3,69.0,0
2016.0,6.0,25.0,22.4,63.0,0
2016.0,6.0,26.0,21.3,68.0,0
2016.0,6.0,27.0,20.3,74.0,0
2016.0,6.0,1.0,18.2,64.0,0
2016.0,6.0,2.0,17.9,64.0,0
2016.0,6.0,3.0,18.4,57.0,0
2016.0,6.0,7.0,17.5,63.0,0
2016.0,6.0,8.0,18.1,53.0,0
2016.0,6.0,9.0,18.2,56.0,0
2016.0,6.0,13.0,18.3,64.0,0
2016.0,6.0,14.0,19.4,57.0,0
2016.0,6.0,15.0,19.8,56.0,0
2016.0,6.0,19.0,18.2,52.0,0
2016.0,6.0,20.0,17.4,66.0,0
2016.0,6.0,21.0,16.8,71.0,0
2016.0,6.0,25.0,18.3,64.0,0
2016.0,6.0,26.0,17.4,73.0,0
2016.0,6.0,27.0,18.3,65.0,0
2016.0,6.0,1.0,23.6,65.0,1
2016.0,6.0,2.0,24.2,67.0,0
2016.0,6.0,3.0,24.1,64.0,1
2016.0,6.0,9.0,24.0,63.0,0
2016.0,6.0,10.0,26.0,57.0,0
2016.0,6.0,11.0,24.3,65.0,0
2016.0,6.0,17.0,22.7,74.0,0
2016.0,6.0,21.0,20.7,75.0,1
2016.0,6.0,25.0,24.8,69.0,1
2016.0,6.0,28.0,24.0,65.0,1
2016.0,6.0,29.0,24.5,60.0,0
2016.0,6.0,1.0,20.2,68.0,1
2016.0,6.0,2.0,19.9,77.0,1
2016.0,6.0,3.0,21.4,61.0,0
2016.0,6.0,7.0,19.9,66.0,1
2016.0,6.0,8.0,20.5,60.0,1
2016.0,6.0,9.0,18.8,65.0,1
2016.0,6.0,13.0,18.6,69.0,1
2016.0,6.0,14.0,20.3,68.0,1
2016.0,6.0,15.0,20.4,64.0,1
2016.0,6.0,19.0,20.2,65.0,0
2016.0,6.0,20.0,19.4,72.0,1
2016.0,6.0,21.0,19.2,68.0,0
2016.0,6.0,25.0,21.3,69.0,0
2016.0,6.0,26.0,18.5,82.0,0
2016.0,6.0,27.0,19.8,69.0,0
2016.0,6.0,1.0,21.9,58.0,0
2016.0,6.0,2.0,20.9,68.0,0
2016.0,6.0,3.0,21.2,59.0,0
2016.0,6.0,7.0,19.7,61.0,0
2016.0,6.0,8.0,19.9,55.0,0
2016.0,6.0,9.0,20.9,54.0,0
2016.0,6.0,13.0,18.8,83.0,0
2016.0,6.0,14.0,19.7,69.0,0
2016.0,6.0,15.0,19.3,74.0,0
2016.0,6.0,19.0,20.1,57.0,0
2016.0,6.0,20.0,18.9,72.0,0
2016.0,6.0,21.0,18.8,78.0,0
2016.0,6.0,25.0,19.0,71.0,0
2016.0,6.0,26.0,19.1,78.0,0
2016.0,6.0,27.0,18.2,83.0,0
2016.0,7.0,1.0,23.6,61.0,1
2016.0,7.0,2.0,22.0,72.0,0
2016.0,7.0,3.0,22.9,67.0,1
2016.0,7.0,7.0,21.7,78.0,0
2016.0,7.0,8.0,20.8,81.0,1
2016.0,7.0,9.0,23.6,63.0,0
2016.0,7.0,13.0,20.8,73.0,0
2016.0,7.0,14.0,21.2,72.0,1
2016.0,7.0,15.0,19.3,84.0,0
2016.0,7.0,19.0,21.4,74.0,1
2016.0,7.0,20.0,21.7,64.0,0
2016.0,7.0,21.0,19.6,82.0,1
2016.0,7.0,25.0,20.7,79.0,1
2016.0,7.0,26.0,22.2,77.0,1
2016.0,7.0,27.0,20.4,82.0,1
2016.0,7.0,31.0,22.9,69.0,1
2016.0,7.0,1.0,22.4,60.0,0
2016.0,7.0,2.0,21.4,66.0,0
2016.0,7.0,3.0,22.0,63.0,0
2016.0,7.0,7.0,21.8,65.0,0
2016.0,7.0,8.0,22.0,62.0,0
2016.0,7.0,9.0,22.2,63.0,0
2016.0,7.0,13.0,20.4,66.0,0
2016.0,7.0,14.0,19.6,73.0,0
2016.0,7.0,15.0,20.2,71.0,0
2016.0,7.0,19.0,20.8,69.0,0
2016.0,7.0,20.0,21.8,58.0,0
2016.0,7.0,21.0,20.7,66.0,0
2016.0,7.0,25.0,21.0,69.0,0
2016.0,7.0,26.0,21.4,68.0,0
2016.0,7.0,27.0,20.9,72.0,0
2016.0,7.0,31.0,20.2,74.0,0
2016.0,7.0,1.0,17.7,70.0,0
2016.0,7.0,2.0,17.2,70.0,0
2016.0,7.0,3.0,18.8,55.0,0
2016.0,7.0,7.0,18.6,58.0,0
2016.0,7.0,8.0,18.8,60.0,0
2016.0,7.0,9.0,19.8,51.0,0
2016.0,7.0,13.0,17.3,59.0,0
2016.0,7.0,14.0,17.3,67.0,0
2016.0,7.0,15.0,18.6,49.0,0
2016.0,7.0,19.0,18.6,56.0,0
2016.0,7.0,20.0,17.8,54.0,0
2016.0,7.0,21.0,17.7,59.0,0
2016.0,7.0,25.0,18.8,62.0,0
2016.0,7.0,26.0,17.4,69.0,0
2016.0,7.0,27.0,18.7,63.0,0
2016.0,7.0,31.0,17.1,67.0,0
2016.0,7.0,1.0,24.7,63.0,0
2016.0,7.0,2.0,23.8,67.0,0
2016.0,7.0,5.0,23.4,73.0,1
2016.0,7.0,13.0,20.9,74.0,1
2016.0,7.0,14.0,24.4,66.0,1
2016.0,7.0,15.0,20.9,78.0,1
2016.0,7.0,21.0,22.1,67.0,1
2016.0,7.0,22.0,20.6,79.0,0
2016.0,7.0,23.0,21.1,75.0,1
2016.0,7.0,29.0,22.3,75.0,0
2016.0,7.0,30.0,21.5,77.0,1
2016.0,7.0,1.0,19.5,73.0,1
2016.0,7.0,2.0,20.6,68.0,1
2016.0,7.0,3.0,21.0,63.0,0
2016.0,7.0,7.0,19.7,71.0,1
2016.0,7.0,8.0,20.1,65.0,0
2016.0,7.0,9.0,20.4,67.0,1
2016.0,7.0,13.0,18.2,75.0,1
2016.0,7.0,14.0,18.5,77.0,1
2016.0,7.0,15.0,18.3,76.0,1
2016.0,7.0,19.0,19.4,78.0,1
2016.0,7.0,20.0,19.9,64.0,0
2016.0,7.0,21.0,18.7,73.0,1
2016.0,7.0,25.0,20.7,66.0,0
2016.0,7.0,26.0,20.0,74.0,0
2016.0,7.0,27.0,20.3,69.0,0
2016.0,7.0,31.0,18.2,79.0,1
2016.0,7.0,1.0,19.2,70.0,0
2016.0,7.0,2.0,18.9,74.0,0
2016.0,7.0,3.0,20.7,63.0,0
2016.0,7.0,7.0,19.3,70.0,0
2016.0,7.0,8.0,19.5,71.0,0
2016.0,7.0,9.0,21.3,60.0,0
2016.0,7.0,13.0,16.9,84.0,0
2016.0,7.0,14.0,17.8,83.0,0
2016.0,7.0,15.0,17.6,80.0,0
2016.0,7.0,19.0,19.3,70.0,0
2016.0,7.0,20.0,19.4,61.0,0
2016.0,7.0,21.0,18.1,73.0,0
2016.0,7.0,25.0,18.6,77.0,0
2016.0,7.0,26.0,19.4,72.0,0
2016.0,7.0,27.0,18.6,74.0,0
2016.0,7.0,31.0,17.4,86.0,0
2016.0,8.0,1.0,21.5,75.0,0
2016.0,8.0,2.0,21.6,76.0,0
2016.0,8.0,3.0,22.3,71.0,1
2016.0,8.0,7.0,21.3,77.0,1
2016.0,8.0,8.0,21.7,79.0,0
2016.0,8.0,9.0,20.7,87.0,1
2016.0,8.0,13.0,21.7,76.0,0
2016.0,8.0,14.0,22.7,67.0,0
2016.0,8.0,15.0,21.6,79.0,1
2016.0,8.0,19.0,19.5,92.0,1
2016.0,8.0,20.0,21.8,76.0,1
2016.0,8.0,21.0,19.7,88.0,1
2016.0,8.0,25.0,18.7,85.0,0
2016.0,8.0,26.0,20.4,77.0,1
2016.0,8.0,27.0,21.1,78.0,0
2016.0,8.0,31.0,22.6,68.0,0
2016.0,8.0,1.0,21.4,69.0,0
2016.0,8.0,2.0,20.9,70.0,0
2016.0,8.0,3.0,20.3,74.0,0
2016.0,8.0,7.0,20.2,79.0,0
2016.0,8.0,8.0,20.6,68.0,0
2016.0,8.0,9.0,21.1,73.0,0
2016.0,8.0,13.0,21.9,67.0,0
2016.0,8.0,14.0,21.5,69.0,0
2016.0,8.0,15.0,20.9,75.0,0
2016.0,8.0,19.0,20.5,75.0,0
2016.0,8.0,20.0,22.8,61.0,0
2016.0,8.0,21.0,19.9,78.0,0
2016.0,8.0,25.0,18.2,83.0,0
2016.0,8.0,26.0,20.2,72.0,0
2016.0,8.0,27.0,20.5,72.0,0
2016.0,8.0,31.0,21.1,67.0,0
2016.0,8.0,1.0,17.8,61.0,0
2016.0,8.0,2.0,17.9,62.0,0
2016.0,8.0,3.0,18.3,61.0,0
2016.0,8.0,7.0,18.4,70.0,0
2016.0,8.0,8.0,18.2,67.0,0
2016.0,8.0,9.0,18.4,70.0,0
2016.0,8.0,13.0,19.3,49.0,0
2016.0,8.0,14.0,19.7,45.0,0
2016.0,8.0,15.0,19.1,50.0,0
2016.0,8.0,19.0,19.1,57.0,0
2016.0,8.0,20.0,18.1,66.0,0
2016.0,8.0,21.0,17.4,68.0,0
2016.0,8.0,25.0,16.9,65.0,0
2016.0,8.0,26.0,17.1,66.0,0
2016.0,8.0,27.0,18.4,60.0,0
2016.0,8.0,31.0,18.9,48.0,0
2016.0,8.0,2.0,24.4,67.0,0
2016.0,8.0,3.0,23.3,69.0,0
2016.0,8.0,4.0,25.3,62.0,0
2016.0,8.0,10.0,22.3,78.0,1
2016.0,8.0,11.0,24.0,72.0,1
2016.0,8.0,12.0,22.2,76.0,1
2016.0,8.0,18.0,20.9,86.0,0
2016.0,8.0,19.0,20.7,82.0,1
2016.0,8.0,26.0,22.3,80.0,1
2016.0,8.0,27.0,21.3,81.0,0
2016.0,8.0,30.0,23.5,68.0,1
2016.0,8.0,1.0,17.8,78.0,1
2016.0,8.0,2.0,20.1,68.0,1
2016.0,8.0,3.0,19.6,73.0,0
2016.0,8.0,7.0,18.6,82.0,1
2016.0,8.0,8.0,19.3,83.0,0
2016.0,8.0,9.0,19.3,75.0,1
2016.0,8.0,13.0,19.6,68.0,1
2016.0,8.0,14.0,21.2,69.0,0
2016.0,8.0,15.0,20.4,69.0,0
2016.0,8.0,19.0,20.9,68.0,1
2016.0,8.0,20.0,20.9,74.0,0
2016.0,8.0,21.0,18.6,79.0,1
2016.0,8.0,25.0,18.1,75.0,1
2016.0,8.0,26.0,17.4,80.0,1
2016.0,8.0,27.0,18.2,80.0,1
2016.0,8.0,31.0,19.1,74.0,0
2016.0,8.0,1.0,18.8,77.0,0
2016.0,8.0,2.0,18.3,75.0,0
2016.0,8.0,3.0,18.6,76.0,0
2016.0,8.0,7.0,19.1,83.0,0
2016.0,8.0,8.0,17.6,89.0,0
2016.0,8.0,9.0,18.9,75.0,0
2016.0,8.0,13.0,19.1,73.0,0
2016.0,8.0,14.0,19.9,73.0,0
2016.0,8.0,15.0,19.3,73.0,0
2016.0,8.0,19.0,18.4,82.0,0
2016.0,8.0,20.0,18.8,77.0,0
2016.0,8.0,21.0,19.0,78.0,0
2016.0,8.0,25.0,17.3,82.0,0
2016.0,8.0,26.0,17.1,79.0,0
2016.0,8.0,27.0,17.8,84.0,0
2016.0,8.0,31.0,17.9,71.0,0
2016.0,9.0,1.0,23.3,72.0,0
2016.0,9.0,2.0,21.3,81.0,1
2016.0,9.0,3.0,22.0,76.0,0
2016.0,9.0,7.0,21.7,69.0,0
2016.0,9.0,8.0,22.4,72.0,0
2016.0,9.0,9.0,22.6,74.0,0
2016.0,9.0,13.0,22.5,73.0,0
2016.0,9.0,14.0,22.3,71.0,0
2016.0,9.0,15.0,22.0,71.0,0
2016.0,9.0,19.0,22.4,72.0,1
2016.0,9.0,20.0,22.3,73.0,1
2016.0,9.0,21.0,20.3,73.0,1
2016.0,9.0,25.0,21.2,74.0,0
2016.0,9.0,26.0,22.1,73.0,0
2016.0,9.0,27.0,21.7,74.0,0
2016.0,9.0,1.0,21.4,73.0,0
2016.0,9.0,2.0,20.5,76.0,0
2016.0,9.0,3.0,21.6,69.0,0
2016.0,9.0,7.0,21.4,63.0,0
2016.0,9.0,8.0,21.4,70.0,0
2016.0,9.0,9.0,22.6,64.0,0
2016.0,9.0,13.0,21.6,68.0,0
2016.0,9.0,14.0,22.6,63.0,0
2016.0,9.0,15.0,21.8,62.0,0
2016.0,9.0,19.0,21.9,66.0,0
2016.0,9.0,20.0,20.3,72.0,0
2016.0,9.0,21.0,20.9,63.0,0
2016.0,9.0,25.0,19.9,72.0,0
2016.0,9.0,26.0,21.1,71.0,0
2016.0,9.0,27.0,20.3,74.0,0
2016.0,9.0,1.0,18.7,59.0,0
2016.0,9.0,2.0,18.4,62.0,0
2016.0,9.0,3.0,17.9,66.0,0
2016.0,9.0,7.0,18.0,57.0,0
2016.0,9.0,8.0,17.8,57.0,0
2016.0,9.0,9.0,18.3,49.0,0
2016.0,9.0,13.0,18.9,58.0,0
2016.0,9.0,14.0,18.6,53.0,0
2016.0,9.0,15.0,19.6,50.0,0
2016.0,9.0,19.0,19.7,52.0,0
2016.0,9.0,20.0,17.6,53.0,0
2016.0,9.0,21.0,16.9,59.0,0
2016.0,9.0,25.0,17.9,65.0,0
2016.0,9.0,26.0,17.4,71.0,0
2016.0,9.0,27.0,17.3,67.0,0
2016.0,9.0,1.0,22.7,77.0,0
2016.0,9.0,2.0,22.6,72.0,1
2016.0,9.0,3.0,22.8,69.0,0
2016.0,9.0,9.0,24.3,65.0,0
2016.0,9.0,13.0,24.5,68.0,0
2016.0,9.0,14.0,24.7,65.0,0
2016.0,9.0,20.0,24.3,66.0,0
2016.0,9.0,21.0,23.4,56.0,0
2016.0,9.0,22.0,23.2,50.0,0
2016.0,9.0,28.0,20.8,73.0,0
2016.0,9.0,29.0,21.2,78.0,0
2016.0,9.0,30.0,20.9,81.0,0
2016.0,9.0,1.0,20.4,68.0,0
2016.0,9.0,2.0,18.5,83.0,1
2016.0,9.0,3.0,18.4,85.0,1
2016.0,9.0,7.0,18.8,77.0,0
2016.0,9.0,8.0,20.6,68.0,0
2016.0,9.0,9.0,17.8,76.0,1
2016.0,9.0,13.0,19.6,73.0,0
2016.0,9.0,14.0,19.8,71.0,0
2016.0,9.0,15.0,20.6,63.0,0
2016.0,9.0,19.0,20.2,76.0,1
2016.0,9.0,20.0,21.4,67.0,0
2016.0,9.0,21.0,19.8,69.0,0
2016.0,9.0,25.0,19.6,72.0,0
2016.0,9.0,26.0,19.0,77.0,0
2016.0,9.0,27.0,19.7,75.0,0
2016.0,9.0,1.0,18.8,77.0,0
2016.0,9.0,2.0,18.9,79.0,0
2016.0,9.0,3.0,18.3,82.0,0
2016.0,9.0,7.0,18.2,77.0,0
2016.0,9.0,8.0,19.1,70.0,0
2016.0,9.0,9.0,17.8,65.0,0
2016.0,9.0,13.0,19.2,70.0,0
2016.0,9.0,14.0,19.4,63.0,0
2016.0,9.0,15.0,18.6,62.0,0
2016.0,9.0,19.0,19.3,77.0,0
2016.0,9.0,20.0,18.8,70.0,0
2016.0,9.0,21.0,18.1,70.0,0
2016.0,9.0,25.0,18.5,80.0,0
2016.0,9.0,26.0,18.7,78.0,0
2016.0,9.0,27.0,17.5,80.0,0
2016.0,10.0,1.0,21.3,84.0,0
2016.0,10.0,2.0,21.2,79.0,1
2016.0,10.0,3.0,22.0,76.0,1
2016.0,10.0,7.0,23.0,72.0,0
2016.0,10.0,8.0,20.6,71.0,0
2016.0,10.0,9.0,20.9,69.0,0
2016.0,10.0,13.0,22.6,65.0,0
2016.0,10.0,14.0,22.4,65.0,0
2016.0,10.0,15.0,21.4,68.0,0
2016.0,10.0,20.0,20.2,68.0,0
2016.0,10.0,21.0,20.2,64.0,0
2016.0,10.0,22.0,20.4,66.0,0
2016.0,10.0,26.0,21.4,62.0,0
2016.0,10.0,27.0,21.5,53.0,0
2016.0,10.0,28.0,21.6,51.0,0
2016.0,10.0,1.0,20.7,75.0,0
2016.0,10.0,2.0,20.2,76.0,0
2016.0,10.0,3.0,20.9,72.0,0
2016.0,10.0,7.0,21.7,70.0,0
2016.0,10.0,8.0,20.6,63.0,0
2016.0,10.0,9.0,20.6,59.0,0
2016.0,10.0,13.0,21.0,62.0,0
2016.0,10.0,14.0,20.9,59.0,0
2016.0,10.0,15.0,20.8,58.0,0
2016.0,10.0,19.0,20.0,67.0,0
2016.0,10.0,20.0,19.6,57.0,0
2016.0,10.0,21.0,18.1,61.0,0
2016.0,10.0,25.0,21.3,55.0,0
2016.0,10.0,26.0,19.6,55.0,0
2016.0,10.0,27.0,19.5,53.0,0
2016.0,10.0,31.0,17.2,53.0,0
2016.0,10.0,1.0,16.8,68.0,0
2016.0,10.0,2.0,17.1,68.0,0
2016.0,10.0,3.0,17.6,62.0,0
2016.0,10.0,7.0,18.4,51.0,0
2016.0,10.0,8.0,17.8,52.0,0
2016.0,10.0,9.0,16.0,68.0,0
2016.0,10.0,13.0,18.9,54.0,0
2016.0,10.0,14.0,16.6,51.0,0
2016.0,10.0,15.0,17.1,51.0,0
2016.0,10.0,19.0,18.2,48.0,0
