Año,Mes,Día,T,H,PP
1973.0,1.0,1.0,15.0,84.0,0
1973.0,1.0,2.0,13.5,83.0,0
1973.0,1.0,3.0,22.3,76.0,0
1973.0,1.0,30.0,11.5,79.0,0
1973.0,2.0,2.0,10.0,83.0,0
1973.0,2.0,5.0,23.2,72.0,0
1973.0,2.0,6.0,17.6,70.0,0
1973.0,2.0,11.0,16.6,77.0,0
1973.0,2.0,12.0,16.0,76.0,0
1973.0,2.0,13.0,16.0,76.0,0
1973.0,2.0,21.0,18.0,84.0,0
1973.0,2.0,23.0,21.6,77.0,0
1973.0,2.0,24.0,16.9,74.0,0
1973.0,2.0,28.0,19.6,74.0,0
1973.0,3.0,2.0,18.2,78.0,0
1973.0,3.0,4.0,17.4,74.0,0
1973.0,3.0,5.0,19.2,76.0,1
1973.0,3.0,10.0,18.2,70.0,0
1973.0,3.0,11.0,15.3,67.0,0
1973.0,3.0,12.0,22.0,72.0,0
1973.0,3.0,16.0,19.2,73.0,0
1973.0,3.0,17.0,16.0,82.0,0
1973.0,3.0,18.0,19.7,75.0,0
1973.0,3.0,22.0,24.0,78.0,0
1973.0,3.0,23.0,17.2,81.0,1
1973.0,3.0,24.0,17.3,79.0,0
1973.0,3.0,28.0,20.8,80.0,0
1973.0,3.0,31.0,19.2,68.0,0
1973.0,4.0,3.0,18.0,76.0,0
1973.0,4.0,4.0,19.0,75.0,0
1973.0,4.0,5.0,15.7,83.0,0
1973.0,4.0,10.0,22.3,63.0,0
1973.0,4.0,11.0,19.0,69.0,1
1973.0,4.0,12.0,19.4,70.0,1
1973.0,4.0,17.0,17.6,78.0,0
1973.0,4.0,18.0,20.5,72.0,1
1973.0,4.0,19.0,20.8,74.0,0
1973.0,4.0,24.0,25.0,67.0,0
1973.0,4.0,25.0,20.3,69.0,0
1973.0,4.0,26.0,20.0,72.0,0
1973.0,5.0,2.0,23.7,70.0,1
1973.0,5.0,3.0,23.3,79.0,0
1973.0,5.0,10.0,24.5,66.0,1
1973.0,5.0,17.0,20.8,77.0,1
1973.0,5.0,18.0,20.2,73.0,0
1973.0,5.0,24.0,23.2,77.0,0
1973.0,5.0,25.0,23.2,71.0,0
1973.0,5.0,27.0,20.6,71.0,0
1973.0,6.0,2.0,21.5,77.0,0
1973.0,6.0,3.0,21.7,71.0,0
1973.0,6.0,4.0,20.8,76.0,0
1973.0,6.0,11.0,20.7,71.0,1
1973.0,6.0,12.0,21.5,73.0,0
1973.0,6.0,13.0,21.8,73.0,0
1973.0,6.0,18.0,20.5,75.0,0
1973.0,6.0,19.0,20.0,78.0,1
1973.0,6.0,20.0,21.8,76.0,1
1973.0,6.0,24.0,20.5,74.0,0
1973.0,6.0,25.0,18.6,81.0,1
1973.0,6.0,26.0,18.4,85.0,0
1973.0,6.0,30.0,23.3,77.0,1
1973.0,7.0,1.0,19.0,74.0,0
1973.0,7.0,2.0,17.0,84.0,0
1973.0,7.0,3.0,15.8,90.0,1
1973.0,7.0,9.0,16.6,76.0,1
1973.0,7.0,10.0,22.0,76.0,0
1973.0,7.0,11.0,20.2,80.0,1
1973.0,7.0,16.0,19.6,76.0,1
1973.0,7.0,18.0,19.5,89.0,1
1973.0,7.0,19.0,21.4,77.0,1
1973.0,7.0,24.0,18.5,81.0,0
1973.0,7.0,25.0,20.0,82.0,0
1973.0,7.0,26.0,20.3,79.0,0
1973.0,7.0,30.0,20.4,80.0,0
1973.0,7.0,31.0,18.3,80.0,1
1973.0,8.0,1.0,19.5,80.0,1
1973.0,8.0,2.0,18.3,85.0,1
1973.0,8.0,3.0,21.3,76.0,0
1973.0,8.0,7.0,17.4,84.0,0
1973.0,8.0,8.0,21.8,82.0,1
1973.0,8.0,9.0,16.8,84.0,0
1973.0,8.0,13.0,18.8,81.0,1
1973.0,8.0,14.0,18.6,80.0,1
1973.0,8.0,16.0,19.3,75.0,1
1973.0,8.0,20.0,17.0,82.0,0
1973.0,8.0,21.0,18.2,78.0,0
1973.0,8.0,22.0,17.0,84.0,1
1973.0,8.0,26.0,22.2,67.0,0
1973.0,8.0,27.0,19.0,81.0,0
1973.0,8.0,28.0,19.7,82.0,1
1973.0,9.0,1.0,18.8,80.0,1
1973.0,9.0,2.0,19.0,78.0,0
1973.0,9.0,3.0,15.8,78.0,1
1973.0,9.0,7.0,19.2,78.0,1
1973.0,9.0,8.0,19.4,78.0,0
1973.0,9.0,9.0,19.2,74.0,1
1973.0,9.0,13.0,16.8,84.0,0
1973.0,9.0,14.0,20.4,80.0,0
1973.0,9.0,15.0,15.8,83.0,1
1973.0,9.0,19.0,20.0,79.0,0
1973.0,9.0,20.0,20.7,76.0,0
1973.0,9.0,30.0,20.4,66.0,1
1973.0,10.0,1.0,20.2,70.0,0
1973.0,10.0,2.0,20.6,66.0,1
1973.0,10.0,4.0,22.2,74.0,1
1973.0,10.0,8.0,20.5,64.0,0
1973.0,10.0,9.0,19.2,62.0,0
1973.0,10.0,10.0,19.7,68.0,1
1973.0,10.0,14.0,17.2,79.0,1
1973.0,10.0,15.0,19.7,71.0,1
1973.0,10.0,16.0,17.5,73.0,0
1973.0,10.0,20.0,15.7,77.0,1
1973.0,10.0,21.0,16.6,71.0,0
1973.0,10.0,22.0,16.6,77.0,0
1973.0,10.0,26.0,17.7,64.0,1
1973.0,10.0,27.0,17.0,67.0,1
1973.0,10.0,28.0,17.0,75.0,0
1973.0,11.0,1.0,16.3,72.0,1
1973.0,11.0,3.0,15.8,73.0,0
1973.0,11.0,7.0,12.8,78.0,0
1973.0,11.0,8.0,17.3,62.0,0
1973.0,11.0,9.0,14.9,71.0,0
1973.0,11.0,15.0,11.8,74.0,0
1973.0,11.0,16.0,10.0,79.0,0
1973.0,11.0,17.0,12.5,76.0,0
1973.0,12.0,1.0,12.2,77.0,0
1973.0,12.0,3.0,14.5,76.0,0
1973.0,12.0,4.0,11.6,75.0,0
1973.0,12.0,9.0,13.2,85.0,0
1973.0,12.0,10.0,17.2,67.0,0
1973.0,12.0,11.0,13.8,73.0,0
1973.0,12.0,15.0,13.4,72.0,0
1973.0,12.0,16.0,17.2,59.0,0
1973.0,12.0,17.0,13.0,73.0,0
1973.0,12.0,22.0,10.4,76.0,0
1973.0,12.0,23.0,11.6,76.0,1
1973.0,12.0,27.0,9.8,74.0,0
1973.0,12.0,29.0,11.8,81.0,0
1973.0,12.0,30.0,12.5,73.0,0
1974.0,1.0,2.0,16.8,64.0,0
1974.0,1.0,3.0,14.0,67.0,0
1974.0,1.0,20.0,10.6,76.0,0
1974.0,1.0,21.0,8.6,80.0,0
1974.0,1.0,22.0,13.3,74.0,0
1974.0,1.0,26.0,10.6,79.0,0
1974.0,1.0,27.0,11.4,73.0,0
1974.0,1.0,28.0,13.4,69.0,0
1974.0,2.0,1.0,14.6,62.0,0
1974.0,2.0,2.0,13.7,72.0,0
1974.0,2.0,3.0,13.2,77.0,0
1974.0,2.0,7.0,18.3,68.0,0
1974.0,2.0,8.0,11.8,71.0,0
1974.0,2.0,9.0,15.7,71.0,1
1974.0,2.0,13.0,13.3,66.0,0
1974.0,2.0,14.0,8.8,80.0,0
1974.0,2.0,16.0,15.2,64.0,0
1974.0,2.0,20.0,14.8,65.0,0
1974.0,2.0,21.0,13.8,76.0,1
1974.0,2.0,22.0,11.0,77.0,0
1974.0,2.0,28.0,15.3,58.0,0
1974.0,3.0,1.0,15.2,70.0,0
1974.0,3.0,2.0,16.6,58.0,0
1974.0,3.0,3.0,15.5,63.0,0
1974.0,3.0,7.0,14.2,73.0,0
1974.0,3.0,8.0,16.4,61.0,0
1974.0,3.0,9.0,16.2,65.0,0
1974.0,3.0,13.0,16.1,70.0,1
1974.0,3.0,14.0,14.8,65.0,0
1974.0,3.0,16.0,15.6,61.0,0
1974.0,3.0,20.0,17.6,59.0,1
1974.0,3.0,21.0,18.0,60.0,0
1974.0,3.0,22.0,17.9,59.0,0
1974.0,3.0,26.0,13.4,75.0,0
1974.0,3.0,27.0,20.3,53.0,0
1974.0,3.0,28.0,18.5,62.0,0
1974.0,4.0,1.0,17.6,62.0,1
1974.0,4.0,2.0,19.9,53.0,1
1974.0,4.0,3.0,19.0,58.0,0
1974.0,4.0,7.0,18.0,65.0,0
1974.0,4.0,8.0,20.5,60.0,0
1974.0,4.0,14.0,15.0,76.0,0
1974.0,4.0,15.0,18.5,65.0,0
1974.0,4.0,16.0,18.7,66.0,1
1974.0,4.0,21.0,23.8,43.0,0
1974.0,4.0,22.0,20.4,51.0,0
1974.0,4.0,23.0,22.0,51.0,0
1974.0,4.0,28.0,22.6,50.0,0
1974.0,4.0,29.0,15.0,77.0,0
1974.0,5.0,1.0,20.7,60.0,0
1974.0,5.0,2.0,12.7,85.0,1
1974.0,5.0,8.0,23.0,50.0,0
1974.0,5.0,9.0,19.8,52.0,0
1974.0,5.0,14.0,19.3,56.0,0
1974.0,5.0,16.0,22.3,50.0,0
1974.0,5.0,26.0,24.7,45.0,1
1974.0,5.0,27.0,20.2,64.0,1
1974.0,5.0,28.0,21.0,66.0,0
1974.0,6.0,7.0,19.4,60.0,1
1974.0,6.0,17.0,17.0,76.0,0
1974.0,6.0,18.0,18.0,72.0,1
1974.0,8.0,10.0,19.8,69.0,1
1974.0,8.0,28.0,20.5,59.0,0
1974.0,9.0,2.0,16.0,76.0,0
1974.0,9.0,4.0,18.2,73.0,0
1974.0,9.0,10.0,17.0,58.0,1
1974.0,9.0,11.0,18.6,69.0,1
1974.0,9.0,21.0,16.4,79.0,1
1974.0,9.0,28.0,18.8,68.0,1
1974.0,9.0,29.0,20.8,66.0,1
1974.0,9.0,30.0,17.2,77.0,1
1974.0,10.0,2.0,14.4,80.0,1
1974.0,10.0,5.0,14.7,64.0,0
1974.0,10.0,7.0,14.3,82.0,0
1974.0,10.0,11.0,13.2,81.0,1
1974.0,10.0,12.0,12.3,80.0,0
1974.0,10.0,21.0,18.5,73.0,1
1974.0,10.0,22.0,16.8,69.0,1
1974.0,11.0,11.0,15.7,75.0,0
1974.0,11.0,13.0,10.0,83.0,0
1974.0,11.0,15.0,13.6,79.0,0
1974.0,11.0,23.0,12.6,78.0,1
1974.0,11.0,25.0,11.7,83.0,1
1974.0,12.0,1.0,16.0,76.0,1
1974.0,12.0,6.0,12.2,70.0,0
1974.0,12.0,7.0,14.8,60.0,0
1974.0,12.0,13.0,11.3,82.0,1
1974.0,12.0,14.0,13.3,77.0,0
1974.0,12.0,26.0,11.3,71.0,1
1974.0,12.0,27.0,12.8,80.0,0
1975.0,1.0,7.0,14.9,61.0,1
1975.0,2.0,1.0,14.7,71.0,0
1975.0,2.0,2.0,17.2,53.0,0
1975.0,2.0,4.0,9.0,80.0,0
1975.0,2.0,26.0,15.8,60.0,0
1975.0,2.0,27.0,15.0,63.0,0
1975.0,3.0,10.0,17.3,52.0,0
1977.0,4.0,5.0,18.3,44.0,0
1977.0,4.0,6.0,17.3,44.0,0
1977.0,4.0,7.0,18.0,56.0,0
1977.0,4.0,21.0,15.7,52.0,0
1977.0,4.0,26.0,18.5,53.0,0
1977.0,4.0,29.0,19.3,39.0,0
1977.0,5.0,1.0,19.0,36.0,0
1977.0,5.0,2.0,19.8,34.0,0
1977.0,5.0,5.0,19.8,29.0,0
1977.0,5.0,17.0,20.2,51.0,0
1977.0,5.0,18.0,21.8,52.0,0
1977.0,5.0,20.0,21.8,64.0,0
1977.0,5.0,31.0,19.5,58.0,0
1977.0,6.0,1.0,20.3,53.0,0
1977.0,6.0,2.0,21.0,49.0,0
1977.0,6.0,3.0,21.3,48.0,0
1977.0,6.0,8.0,21.0,53.0,0
1977.0,6.0,12.0,20.0,73.0,1
1977.0,6.0,13.0,19.5,77.0,1
1977.0,6.0,18.0,18.0,76.0,0
1977.0,6.0,19.0,17.5,80.0,1
1977.0,6.0,20.0,17.3,77.0,1
1977.0,6.0,24.0,21.3,63.0,0
1977.0,6.0,28.0,18.0,61.0,0
1977.0,6.0,29.0,18.5,66.0,0
1977.0,7.0,1.0,17.0,81.0,0
1977.0,7.0,2.0,18.0,74.0,0
1977.0,7.0,6.0,17.5,79.0,1
1977.0,7.0,20.0,18.3,73.0,0
1977.0,7.0,21.0,19.8,68.0,0
1977.0,7.0,25.0,17.5,79.0,0
1977.0,8.0,6.0,19.5,67.0,1
1977.0,8.0,8.0,18.5,70.0,0
1977.0,8.0,10.0,18.2,76.0,1
1977.0,8.0,16.0,17.5,69.0,0
1977.0,8.0,17.0,18.2,71.0,1
1977.0,8.0,19.0,18.8,70.0,1
1977.0,8.0,26.0,17.8,81.0,0
1977.0,8.0,27.0,17.8,77.0,0
1977.0,8.0,28.0,18.5,78.0,0
1977.0,9.0,5.0,18.8,75.0,1
1977.0,9.0,7.0,18.0,76.0,0
1977.0,9.0,8.0,18.0,78.0,0
1977.0,9.0,12.0,19.0,73.0,0
1977.0,9.0,13.0,17.3,72.0,0
1977.0,9.0,15.0,16.3,77.0,0
1977.0,9.0,27.0,19.8,64.0,0
1977.0,10.0,1.0,17.0,82.0,1
1977.0,10.0,3.0,18.0,77.0,1
1977.0,10.0,6.0,19.0,73.0,0
1977.0,10.0,12.0,18.8,76.0,0
1977.0,10.0,14.0,16.0,63.0,0
1977.0,10.0,15.0,15.8,55.0,0
1977.0,10.0,26.0,17.3,78.0,1
1977.0,10.0,27.0,18.0,79.0,1
1977.0,10.0,28.0,18.2,79.0,0
1977.0,11.0,4.0,16.5,68.0,0
1977.0,11.0,6.0,16.2,60.0,0
1977.0,11.0,7.0,17.7,71.0,0
1977.0,11.0,22.0,17.3,66.0,0
1977.0,11.0,23.0,20.7,63.0,0
1977.0,11.0,25.0,15.8,62.0,0
1977.0,11.0,30.0,15.0,56.0,0
1977.0,12.0,2.0,13.8,69.0,0
1977.0,12.0,5.0,16.8,52.0,0
1977.0,12.0,7.0,15.8,60.0,0
1977.0,12.0,11.0,15.3,68.0,0
1977.0,12.0,14.0,16.0,51.0,0
1977.0,12.0,17.0,13.0,67.0,0
1977.0,12.0,21.0,13.5,56.0,0
1977.0,12.0,23.0,12.8,53.0,0
1977.0,12.0,24.0,13.8,57.0,0
1978.0,1.0,31.0,18.0,46.0,0
1978.0,1.0,3.0,15.5,51.0,0
1978.0,1.0,7.0,16.8,57.0,0
1978.0,1.0,13.0,13.2,62.0,0
1978.0,1.0,21.0,13.2,62.0,0
1978.0,1.0,24.0,15.5,65.0,0
1978.0,1.0,25.0,16.8,58.0,0
1978.0,1.0,29.0,16.2,69.0,0
1978.0,1.0,30.0,17.8,64.0,0
1978.0,2.0,1.0,18.5,43.0,0
1978.0,2.0,2.0,19.0,43.0,0
1978.0,2.0,3.0,17.5,47.0,0
1978.0,2.0,20.0,8.2,69.0,1
1978.0,2.0,21.0,12.8,36.0,0
1978.0,2.0,23.0,12.2,70.0,1
1978.0,2.0,28.0,18.5,36.0,0
1978.0,2.0,1.0,17.8,59.0,0
1978.0,2.0,2.0,17.0,63.0,0
1978.0,2.0,3.0,18.0,61.0,0
1978.0,2.0,11.0,13.5,54.0,0
1978.0,2.0,14.0,15.3,47.0,0
1978.0,2.0,24.0,14.0,76.0,0
1978.0,2.0,25.0,14.8,71.0,0
1978.0,2.0,28.0,17.0,51.0,0
1978.0,3.0,5.0,19.5,35.0,0
1978.0,3.0,6.0,15.5,48.0,0
1978.0,3.0,11.0,17.5,31.0,0
1978.0,3.0,19.0,8.2,69.0,0
1978.0,3.0,22.0,20.0,37.0,0
1978.0,3.0,25.0,22.0,37.0,0
1978.0,3.0,3.0,19.5,47.0,0
1978.0,3.0,4.0,17.7,59.0,0
1978.0,3.0,5.0,18.0,63.0,0
1978.0,3.0,10.0,16.0,46.0,0
1978.0,3.0,11.0,16.5,46.0,0
1978.0,3.0,14.0,18.8,39.0,0
1978.0,3.0,19.0,10.5,77.0,0
1978.0,3.0,23.0,20.3,46.0,0
1978.0,3.0,28.0,17.0,44.0,0
1978.0,3.0,30.0,18.5,40.0,0
1978.0,3.0,31.0,20.7,39.0,0
1978.0,4.0,2.0,21.3,42.0,0
1978.0,4.0,3.0,20.2,42.0,0
1978.0,4.0,10.0,20.5,50.0,0
1978.0,4.0,2.0,19.5,45.0,0
1978.0,4.0,4.0,19.8,49.0,0
1978.0,4.0,6.0,18.8,60.0,0
1978.0,4.0,12.0,18.5,57.0,0
1978.0,4.0,13.0,18.5,53.0,0
1978.0,4.0,14.0,20.3,47.0,0
1978.0,4.0,25.0,21.3,40.0,0
1978.0,4.0,26.0,20.3,37.0,0
1978.0,4.0,30.0,21.0,40.0,0
1978.0,5.0,13.0,25.0,42.0,0
1978.0,5.0,15.0,22.3,41.0,0
1978.0,5.0,6.0,20.7,41.0,0
1978.0,5.0,8.0,22.8,41.0,0
1978.0,5.0,9.0,24.0,43.0,0
1978.0,5.0,15.0,21.5,38.0,0
1978.0,5.0,23.0,22.5,48.0,0
1978.0,5.0,29.0,22.0,50.0,0
1978.0,6.0,4.0,21.0,67.0,0
1978.0,6.0,11.0,22.0,57.0,0
1978.0,6.0,18.0,20.0,53.0,0
1978.0,6.0,2.0,19.5,74.0,0
1978.0,6.0,4.0,20.2,73.0,1
1978.0,6.0,5.0,17.5,85.0,0
1978.0,6.0,15.0,18.8,68.0,0
1978.0,6.0,18.0,20.3,53.0,0
1978.0,6.0,19.0,17.5,75.0,0
1978.0,6.0,29.0,18.5,74.0,1
1978.0,7.0,9.0,20.5,52.0,0
1978.0,7.0,13.0,21.5,58.0,0
1978.0,7.0,16.0,18.8,63.0,0
1978.0,7.0,29.0,18.5,71.0,1
1978.0,7.0,31.0,18.5,77.0,1
1978.0,7.0,3.0,19.3,74.0,0
1978.0,7.0,4.0,18.5,82.0,1
1978.0,7.0,16.0,17.4,78.0,0
1978.0,7.0,21.0,20.3,59.0,0
1978.0,7.0,27.0,17.5,80.0,1
1978.0,8.0,6.0,19.5,57.0,0
1978.0,8.0,7.0,19.0,54.0,0
1978.0,8.0,8.0,18.2,64.0,0
1978.0,8.0,15.0,17.3,76.0,1
1978.0,8.0,17.0,20.3,57.0,0
1978.0,8.0,19.0,21.0,56.0,0
1978.0,8.0,29.0,20.0,62.0,1
1978.0,8.0,2.0,18.0,83.0,1
1978.0,8.0,3.0,18.5,77.0,0
1978.0,8.0,4.0,18.8,65.0,1
1978.0,8.0,11.0,18.3,80.0,1
1978.0,8.0,13.0,18.0,76.0,0
1978.0,8.0,14.0,18.0,75.0,1
1978.0,8.0,21.0,18.5,73.0,0
1978.0,8.0,23.0,17.8,77.0,0
1978.0,8.0,24.0,18.0,80.0,0
1978.0,8.0,30.0,18.3,74.0,1
1978.0,9.0,3.0,19.3,59.0,0
1978.0,9.0,10.0,19.3,69.0,0
1978.0,9.0,22.0,17.5,63.0,0
1978.0,9.0,1.0,17.8,77.0,1
1978.0,9.0,3.0,17.5,74.0,0
1978.0,9.0,7.0,16.3,86.0,1
1978.0,9.0,18.0,17.5,75.0,0
1978.0,9.0,21.0,17.8,73.0,0
1978.0,9.0,23.0,18.0,79.0,0
1978.0,9.0,29.0,17.8,77.0,0
1978.0,9.0,30.0,17.5,79.0,0
1978.0,10.0,2.0,17.8,64.0,0
1978.0,10.0,6.0,18.8,70.0,1
1978.0,10.0,9.0,17.3,69.0,0
1978.0,10.0,21.0,16.2,58.0,0
1978.0,10.0,29.0,15.7,69.0,0
1978.0,10.0,30.0,15.8,63.0,0
1978.0,10.0,3.0,17.5,77.0,0
1978.0,10.0,4.0,18.2,75.0,0
1978.0,10.0,6.0,17.3,85.0,0
1978.0,10.0,17.0,15.7,75.0,0
1978.0,10.0,18.0,15.3,76.0,0
1978.0,10.0,19.0,17.0,69.0,0
1978.0,10.0,28.0,16.8,75.0,0
1978.0,11.0,2.0,15.3,67.0,0
1978.0,11.0,5.0,17.0,56.0,0
1978.0,11.0,7.0,16.8,51.0,0
1978.0,11.0,13.0,17.7,54.0,0
1978.0,11.0,15.0,17.3,48.0,0
1978.0,11.0,16.0,17.3,46.0,0
1978.0,11.0,24.0,18.0,57.0,0
1978.0,11.0,25.0,19.0,51.0,0
1978.0,11.0,29.0,15.5,71.0,1
1978.0,11.0,11.0,15.0,61.0,0
1978.0,11.0,17.0,15.8,70.0,0
1978.0,11.0,19.0,17.0,66.0,0
1978.0,11.0,29.0,15.3,72.0,0
1978.0,11.0,30.0,16.3,75.0,0
1978.0,12.0,2.0,18.0,72.0,0
1978.0,12.0,4.0,16.0,68.0,0
1978.0,12.0,9.0,15.8,61.0,0
1978.0,12.0,17.0,16.8,72.0,0
1978.0,12.0,19.0,16.5,71.0,0
1978.0,12.0,20.0,15.2,68.0,0
1978.0,12.0,27.0,15.3,68.0,0
1978.0,12.0,28.0,14.5,66.0,0
1978.0,12.0,30.0,16.5,69.0,0
1978.0,12.0,1.0,17.3,56.0,0
1978.0,12.0,5.0,15.8,59.0,0
1978.0,12.0,7.0,16.5,60.0,0
1978.0,12.0,19.0,15.5,67.0,0
1978.0,12.0,20.0,15.5,57.0,0
1978.0,12.0,22.0,15.8,62.0,0
1978.0,12.0,30.0,15.7,58.0,0
1978.0,12.0,1.0,16.0,70.0,0
1978.0,12.0,2.0,16.8,69.0,0
1978.0,12.0,5.0,16.0,63.0,0
1978.0,12.0,15.0,15.8,67.0,0
1978.0,12.0,18.0,14.8,60.0,0
1978.0,12.0,20.0,15.0,59.0,0
1978.0,12.0,28.0,14.8,62.0,0
1978.0,12.0,30.0,15.3,63.0,0
1979.0,1.0,1.0,15.3,65.0,0
1979.0,1.0,2.0,13.5,60.0,0
1979.0,1.0,5.0,14.0,63.0,0
1979.0,1.0,24.0,15.2,63.0,0
1979.0,1.0,26.0,16.3,77.0,1
1979.0,1.0,27.0,15.5,67.0,0
1979.0,1.0,5.0,15.5,53.0,0
1979.0,1.0,6.0,15.0,54.0,0
1979.0,1.0,7.0,14.5,59.0,0
1979.0,1.0,16.0,13.8,57.0,0
1979.0,1.0,17.0,15.8,51.0,0
1979.0,1.0,19.0,15.0,64.0,0
1979.0,1.0,26.0,16.2,68.0,1
1979.0,1.0,28.0,17.8,56.0,0
1979.0,1.0,30.0,16.5,59.0,0
1979.0,1.0,4.0,12.5,62.0,0
1979.0,1.0,5.0,13.8,58.0,0
1979.0,1.0,6.0,14.5,50.0,0
1979.0,1.0,15.0,13.8,51.0,0
1979.0,1.0,16.0,14.0,61.0,0
1979.0,1.0,18.0,15.3,58.0,0
1979.0,1.0,24.0,13.8,63.0,0
1979.0,1.0,25.0,16.0,56.0,0
1979.0,1.0,27.0,17.0,55.0,0
1979.0,2.0,1.0,16.2,49.0,0
1979.0,2.0,1.0,17.5,52.0,0
1979.0,2.0,2.0,17.0,53.0,0
1979.0,2.0,8.0,13.5,58.0,0
1979.0,2.0,17.0,16.5,55.0,0
1979.0,2.0,20.0,14.3,69.0,0
1979.0,2.0,21.0,16.0,60.0,0
1979.0,2.0,26.0,13.3,63.0,0
1979.0,2.0,7.0,14.3,77.0,1
1979.0,2.0,15.0,16.0,62.0,0
1979.0,2.0,17.0,16.8,46.0,0
1979.0,2.0,24.0,16.5,51.0,0
1979.0,2.0,25.0,17.3,48.0,0
1979.0,3.0,2.0,17.7,49.0,0
1979.0,3.0,4.0,17.0,45.0,0
1979.0,3.0,5.0,18.5,37.0,0
1979.0,3.0,9.0,19.0,45.0,0
1979.0,3.0,10.0,18.2,50.0,0
1979.0,3.0,13.0,20.0,44.0,0
1979.0,3.0,18.0,19.5,45.0,0
1979.0,3.0,19.0,17.7,49.0,0
1979.0,3.0,21.0,18.2,43.0,0
1979.0,3.0,26.0,17.7,46.0,0
1979.0,3.0,27.0,19.0,45.0,0
1979.0,3.0,30.0,20.0,43.0,0
1979.0,3.0,4.0,17.8,51.0,0
1979.0,3.0,6.0,16.8,54.0,0
1979.0,3.0,7.0,14.8,60.0,0
1979.0,3.0,16.0,20.3,57.0,0
1979.0,3.0,17.0,20.3,55.0,0
1979.0,3.0,21.0,17.5,53.0,0
1979.0,3.0,1.0,17.0,52.0,0
1979.0,3.0,2.0,16.5,40.0,0
1979.0,3.0,3.0,16.8,47.0,0
1979.0,3.0,9.0,16.2,44.0,0
1979.0,3.0,10.0,16.8,43.0,0
1979.0,3.0,12.0,18.3,39.0,0
1979.0,3.0,24.0,21.5,36.0,0
1979.0,3.0,25.0,21.3,32.0,0
1979.0,3.0,26.0,18.5,50.0,0
1979.0,4.0,1.0,20.5,35.0,0
1979.0,4.0,2.0,20.5,33.0,0
1979.0,4.0,3.0,20.5,32.0,0
1979.0,4.0,9.0,22.7,27.0,0
1979.0,4.0,10.0,20.2,28.0,0
1979.0,4.0,20.0,21.0,48.0,0
1979.0,4.0,2.0,18.8,48.0,0
1979.0,4.0,3.0,21.0,41.0,0
1979.0,4.0,4.0,21.3,41.0,0
1979.0,4.0,11.0,20.7,47.0,0
1979.0,4.0,20.0,21.5,55.0,0
1979.0,4.0,22.0,21.8,51.0,0
1979.0,4.0,4.0,20.0,39.0,0
1979.0,4.0,6.0,20.5,32.0,0
1979.0,4.0,7.0,21.0,43.0,0
1979.0,4.0,13.0,21.3,31.0,0
1979.0,4.0,20.0,21.5,40.0,0
1979.0,4.0,21.0,17.0,59.0,0
1979.0,5.0,1.0,21.0,38.0,0
1979.0,5.0,3.0,22.3,33.0,0
1979.0,5.0,5.0,20.3,29.0,0
1979.0,5.0,13.0,22.3,35.0,0
1979.0,5.0,15.0,23.0,39.0,0
1979.0,5.0,17.0,23.0,47.0,0
1979.0,5.0,21.0,23.0,53.0,0
1979.0,5.0,2.0,22.8,45.0,0
1979.0,5.0,5.0,21.0,50.0,0
1979.0,5.0,6.0,20.5,46.0,0
1979.0,5.0,13.0,21.5,64.0,0
1979.0,5.0,15.0,19.3,68.0,0
1979.0,5.0,17.0,20.5,65.0,1
1979.0,5.0,21.0,22.3,61.0,0
1979.0,5.0,22.0,23.8,52.0,0
1979.0,5.0,24.0,23.3,62.0,0
1979.0,5.0,3.0,21.3,25.0,0
1979.0,5.0,5.0,20.2,27.0,0
1979.0,5.0,15.0,21.5,53.0,0
1979.0,5.0,17.0,21.0,59.0,0
1979.0,5.0,18.0,20.0,59.0,0
1979.0,5.0,24.0,21.3,48.0,0
1979.0,5.0,26.0,19.5,59.0,0
1979.0,5.0,31.0,22.0,56.0,0
1979.0,6.0,5.0,20.3,79.0,0
1979.0,6.0,6.0,21.5,70.0,0
1979.0,6.0,7.0,21.0,69.0,0
1979.0,6.0,13.0,23.2,52.0,1
1979.0,6.0,14.0,22.0,50.0,0
1979.0,6.0,15.0,22.0,41.0,0
1979.0,6.0,20.0,26.0,49.0,0
1979.0,6.0,22.0,23.2,54.0,0
1979.0,6.0,23.0,24.0,51.0,0
1979.0,6.0,30.0,23.2,67.0,1
1979.0,6.0,1.0,21.5,70.0,1
1979.0,6.0,5.0,19.3,85.0,1
1979.0,6.0,12.0,16.8,78.0,1
1979.0,6.0,13.0,18.5,68.0,0
1979.0,6.0,14.0,19.0,57.0,0
1979.0,6.0,20.0,23.3,64.0,0
1979.0,6.0,22.0,21.5,59.0,0
1979.0,6.0,23.0,21.8,57.0,0
1979.0,6.0,1.0,20.5,58.0,0
1979.0,6.0,3.0,22.0,59.0,0
1979.0,6.0,5.0,18.8,79.0,1
1979.0,6.0,10.0,19.8,68.0,0
1979.0,6.0,11.0,20.5,54.0,0
1979.0,6.0,27.0,17.3,82.0,0
1979.0,7.0,1.0,24.3,62.0,0
1979.0,7.0,3.0,19.3,71.0,0
1979.0,7.0,4.0,19.5,72.0,1
1979.0,7.0,10.0,21.8,77.0,0
1979.0,7.0,16.0,22.0,69.0,0
1979.0,7.0,25.0,20.5,74.0,0
1979.0,7.0,30.0,20.0,73.0,0
1979.0,7.0,4.0,23.0,69.0,0
1979.0,7.0,5.0,20.8,76.0,1
